type,issuercode,issuername,assetname,assetcode,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Horizon 2  - Income Portfolio - Retail,MLC0021AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Horizon 4 - Balanced Portfolio - Retail,MLC0023AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Horizon 5 - Growth Portfolio - Retail,MLC0024AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey - Platinum Global Fund - Retail,MLC0060AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey - IncomeBuilder - Retail,MLC0097AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 4 Balanced Portfolio,MLC0260AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Global Share Fund,MLC0261AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Australian Share Fund,MLC0262AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Property Securities Fund,MLC0263AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale IncomeBuilder,MLC0264AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 5 Growth Portfolio,MLC0265AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Inv Trust Platinum Global Fund,MLC0317AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey - Capital International Global Share Fund,MLC0318AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Unit Trust Horizon 3 - Conservative Growth Por,MLC0393AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC Masterkey Unit Trust Horizon 6 - Share Portfolio,MLC0394AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 6 Share Portfolio,MLC0397AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 3 Conservative Growth Portfolio,MLC0398AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Horizon 7 - Accelerated Growth Portfolio,MLC0448AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 7 Accelerated Growth Portfolio,MLC0449AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Unit Trust - Australian Share Value Style Fund,MLC0453AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC MasterKey Unit Trust - Global Share Value Style Fund,MLC0455AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Australian Share Growth Style Fund,MLC0623AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Australian Share Value Style Fund,MLC0624AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Inflation Plus - Assertive Portfolio,MLC0667AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Inflation Plus Assertive Portfolio B,MLC0668AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 1 Bond Portfolio,MLC0669AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Horizon 2 Income Portfolio,MLC0670AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale�Australian Share  Fund,MLC0768AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale�Global Share Fund,MLC0771AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 0/100 Portfolio,MLC0774AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 30/70 Portfolio,MLC0775AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 50/50 Portfolio,MLC0776AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 70/30 Portfolio,MLC0777AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 85/15 Portfolio,MLC0778AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 100/0 Portfolio,MLC0779AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale 130/0 Portfolio,MLC0780AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Income Builder,MLC0781AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Inflation Plus Assertive,MLC0782AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Property  Securities Fund,MLC0783AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Global Property Fund,MLC0784AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Global Property Fund Class A,MLC0786AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Hedged Global Share Fund Class A,MLC0787AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Global Property Fund,MLC0788AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Hedged Global Share Fund,MLC0789AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Diversified Debt Fund Class A,MLC0839AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Diversified Debt Fund,MLC0840AU,,,,,,,,,,,,,,,,
SC,MLR,MLC Investments Ltd - Northward Capital,Northward Capital Australian Equity Fund,MLC0841AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Australian Share Index Fund,MLC0893AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Inflation Plus - Moderate Portfolio,MLC0920AU,,,,,,,,,,,,,,,,
SC,MLC,MLC Investments Ltd (Calastone),MLC Wholesale Inflation Plus - Conservative Port,MLC0921AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Inflation Plus - Moderate Portfolio,MLC0923AU,,,,,,,,,,,,,,,,
SC,PIC,Private Investment Consulting (MLC) (Calastone),PIC Wholesale Inflation Plus - Conservative Port,MLC0924AU,,,,,,,,,,,,,,,,
SC,MLP,Brookfield Capital Management Limited,Multiplex Property Income Fund,MLP0002AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 5.30 cpa 30 Sept 2017,MLT0001AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 4.50 cpa 30 June 2016,MLT0002AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 4.55 cpa 30 Sept 2017,MLT0005AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 4.85 cpa 30 Sept 2018,MLT0006AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 5.15 cpa 31 March 2020,MLT0007AU,,,,,,,,,,,,,,,,
SC,CHR,Challenger Retirement and Investment Services Ltd,Challenger GIF 4.00 cpa 30 Sep 2022,MLT0010AU,,,,,,,,,,,,,,,,
SC,MMC,Theta Asset Management Limited,The AIM Gateway Fund,MMC0005AU,,,,,,,,,,,,,,,,
SC,WPO,IOOF Investment Management Limited,Specialist Income Fund,MMC0102AU,,,,,,,,,,,,,,,,
SC,ETM,Loftus Peak Pty Ltd (EQT) (Calastone),Loftus Peak Global Disruption Fund,MMC0110AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Mortgage Trust No 2,MMF0006AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Blue Chip Imputation Trust,MMF0012AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath OA IP-OnePath Emerging Companies Trust-EF/Sel,MMF0013AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Active Growth Trust,MMF0014AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Investment Savings Bond - Balanced,MMF0035AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Australian Share Trust,MMF0069AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Balanced Trust,MMF0071AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Balanced Trust (Nil Entry Fee),MMF0072AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Blue Chip Imputation Trust (Nil Entry Fee),MMF0073AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,ING OA Inv Pfolio ING Emerging Companies Trust NEF,MMF0074AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Tax Effective Income Trust (Nil Entry Fee),MMF0106AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Property Securities Trust,MMF0107AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath OA IP-OnePath Global Share Trust-NEF,MMF0111AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Emerging Companies Trust,MMF0112AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Capital Stable Trust,MMF0114AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Managed Growth Trust,MMF0115AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath OA IP-MFS Global Equity Trust-EF/Sel,MMF0262AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Global Emerging Markets Share Trust,MMF0275AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Sustainable Australian Share Trust,MMF0335AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Blue Chip Imputation Trust,MMF0340AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale High Growth Trust,MMF0342AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath OA IP-OnePath Sustainable Investments-Australian Sha,MMF0557AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath OA IP-OptiMix Moderate Trust- EF/Sel,MMF0582AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Tax Effective Income Trust - Wholesale Units,MMF0700AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Diversified High Yield Trust - Wholesale Units,MMF0708AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,Optimix Wholesale Geared Australian Share Trust Class B Unit,MMF0990AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OnePath Wholesale Protected AUS 50 Trust,MMF1191AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OA Frontier IP-OnePath Global Property Securities Trust,MMF1509AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,OA Frontier IP-OnePath Global Shares Trust,MMF1511AU,,,,,,,,,,,,,,,,
SC,MMF,OnePath Funds Management Limited,ANZ Private Global Equities Trust,MMF2135AU,,,,,,,,,,,,,,,,
SC,MON,Monash Investors (The Trust Company (RE Services) Ltd,Monash Absolute Investment Fund - Class A Units,MON0001AU,,,,,,,,,,,,,,,,
SC,MBA,Maple-Brown Abbott Ltd (Calastone),Maple Brown-Abbott Diversified Investment Trust,MPL0001AU,,,,,,,,,,,,,,,,
SC,MBA,Maple-Brown Abbott Ltd (Calastone),Maple-Brown Abbott Australian Equity Trust,MPL0002AU,,,,,,,,,,,,,,,,
SC,MBA,Maple-Brown Abbott Ltd (Calastone),Maple-Brown Abbott Asian Investment Trust,MPL0003AU,,,,,,,,,,,,,,,,
SC,MBA,Maple-Brown Abbott Ltd (Calastone),Maple-Brown Abbott Global Listed Infrastructure Fund,MPL0006AU,,,,,,,,,,,,,,,,
SC,MBA,Maple-Brown Abbott Ltd (Calastone),Maple-Brown Abbott Global Listed Infrastructure Fund Hedged,MPL0008AU,,,,,,,,,,,,,,,,
SC,MBA,Maple-Brown Abbott Ltd (Calastone),Maple-Brown Abbott Pooled Superannuation Trust,MPL0801AU,,,,,,,,,,,,,,,,
SC,MRN,Balmain Fund Administration Ltd,Balmain (MMT) Mortgage Trust - Wholesale Units,MRN0002AU,,,,,,,,,,,,,,,,
SC,MRN,Balmain Fund Administration Ltd,Balmain (MWMT) Mortgage Trust - IDPS,MRN0003AU,,,,,,,,,,,,,,,,
SC,MLP,Brookfield Capital Management Limited,Multiplex Development and Opportunity Fund,MTP0001AU,,,,,,,,,,,,,,,,
SC,MUN,Munro Asset Management Ltd,Munro Global Growth Fund - Ordinary Class,MUA0002AU,,,,,,,,,,,,,,,,
SC,MLM,MLC Investment Limited - Masterkey,MLC National Australia Investment Trust - Dividend Imp,NAB0006AU,,,,,,,,,,,,,,,,
SC,NAM,Naos Asset Management Ltd,Naos Emerging Companies Long Short Equity Fund,NAM0002AU,,,,,,,,,,,,,,,,
SC,NAV,NavraInvest Limited,Navra Blue Chip Australian Share Retail Fund,NAV0001AU,,,,,,,,,,,,,,,,
SC,MIN,Mercer Investments (Australia) Ltd (Calastone),Mercer Passive Australian Shares Fund,NCL0002AU,,,,,,,,,,,,,,,,
SC,MIN,Mercer Investments (Australia) Ltd (Calastone),Mercer Passive International Shares Fund,NCL0004AU,,,,,,,,,,,,,,,,
SC,MIN,Mercer Investments (Australia) Ltd (Calastone),Mercer Passive Hedged International Shares Fund,NCL0006AU,,,,,,,,,,,,,,,,
SC,MIN,Mercer Investments (Australia) Ltd (Calastone),Mercer Passive Emerging Markets Shares Fund,NCL0008AU,,,,,,,,,,,,,,,,
SC,MIN,Mercer Investments (Australia) Ltd (Calastone),Mercer Passive Global Listed Property Fund,NCL0010AU,,,,,,,,,,,,,,,,
SC,MIN,Mercer Investments (Australia) Ltd (Calastone),Mercer Passive Global Listed Infrastructure Fund,NCL0012AU,,,,,,,,,,,,,,,,
SC,NCP,Northcape Capital Pty Ltd,Northcape Capital Global Emerging Markets Fund,HBEPEM,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Australian Shares Fund - Retail,NFS0013AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Challenger Mortgage Plus Trust - Professional (CNA),NFS0186AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Small Companies Fund,NFS0195AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Listed Property Fund,NFS0209AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC CG Inv Bond-MIF Capital Guaranteed,NFS0210AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC CG Inv Bond-MIF Guaranteed Cash,NFS0211AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC CG Inv Bond-MIF Capital Secure,NFS0213AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC Inv Port-MIF Capital Stable,NFS0242AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC Prof Solutions-MIF Capital Stable,NFS0328AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC MIF Growth Fund (Accum),NFS0330AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC MIF Capital Guaranteed Fund (Pension),NFS0334AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC MIF Australian Shares Fund (Accum),NFS0339AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC Prof Access Superannuation - Capital Guaranteed Fund,NFS0341AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC CG Super R/O Bond-MIF Cpt Grtd,NFS0410AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC CG Super R/O Bond-MIF Cpt Maintenace,NFS0412AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,CGSuper R/O Bond MIF Capital Secure,NFS0413AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC CGSuper R/O Bond-MIF Growth,NFS0415AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC Sup Rollover Port-MIF Australian Eqs,NFS0433AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC Sup Rollover Port-MIF Capital Stable,NFS0442AU,,,,,,,,,,,,,,,,
SC,MLJ,MLC Investments Limited,MLC Sup Rollover Port-MIF Growth,NFS0443AU,,,,,,,,,,,,,,,,
SC,NMR,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Australian Property Fund,NML0001AU,,,,,,,,,,,,,,,,
SC,NMR,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Australian Income Fund,NML0010AU,,,,,,,,,,,,,,,,
SC,NMW,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Cash Management Trust,NML0018AU,,,,,,,,,,,,,,,,
SC,NMW,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Australian Equity Value Fund,NML0061AU,,,,,,,,,,,,,,,,
SC,NMW,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Australian Income Fund,NML0257AU,,,,,,,,,,,,,,,,
SC,NMW,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Australian Monthly Income Fund,NML0316AU,,,,,,,,,,,,,,,,
SC,NMR,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Australian Monthly Income Fund,NML0317AU,,,,,,,,,,,,,,,,
SC,NMW,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Global Equity Growth Fund,NML0318AU,,,,,,,,,,,,,,,,
SC,NMR,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Australian Property Fund - Retail,NML0337AU,,,,,,,,,,,,,,,,
SC,NMW,National Mutual Funds Management Ltd - AMP Capital,AMP Capital Wholesale Global Equity - Value Fund,NML0348AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML Cash Fund,NRM0026AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML Schroder Equity Opportunities Fund,NRM0028AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML Fixed Interest Fund,NRM0030AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML MFS International Shares Fund,NRM0032AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML Listed Property Fund,NRM0034AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML Colonial Infrastructure Fund,NRM0036AU,,,,,,,,,,,,,,,,
SC,NRM,ClearView Financial Management Limited,CFML RARE Emerging Markets Fund,NRM0038AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select Conservative Fund,NUN0001AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select Balanced Fund,NUN0002AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select Growth Fund,NUN0003AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select High Growth Fund,NUN0004AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select Australian Equity Fund,NUN0005AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select International Equity Fund,NUN0006AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Australian Shares Index,NUN0008AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - AXA Australian Monthly Income,NUN0009AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - AXA Global Equity Value,NUN0010AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - CFS Colliers International Property Securities,NUN0011AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Aberdeen Actively Hedged International Eq,NUN0013AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - EQT PIMCO Global Bond,NUN0014AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Onepath Tax Effective Income,NUN0016AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - International Shares Index,NUN0017AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Investors Mutual Australian Share,NUN0018AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Macquarie Property Securities,NUN0019AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - BlackRock Monthly Income,NUN0021AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Perpetual Industrial,NUN0022AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Perpetual International Shares,NUN0023AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Platinum International,NUN0024AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Cash,NUN0025AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Portfolio Partners High Growth Shares,NUN0026AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select Australian Equity,NUN0028AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select Australian Small Companies,NUN0029AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select Balanced,NUN0030AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select Boutique Australian Equity,NUN0031AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select Conservative,NUN0032AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select Growth,NUN0033AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select High Growth,NUN0034AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Pre Select International Equity,NUN0035AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Property Securities Index,NUN0036AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Schroder Australian Equity,NUN0037AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Pre Select Australian Small Companies Fund,NUN0038AU,,,,,,,,,,,,,,,,
SC,NUN,Navigator Australia Ltd (Calastone),Navigator Access - Perpetual Geared Australian Equity,NUN0041AU,,,,,,,,,,,,,,,,
SC,REA,Realm Investment Mgt P/L (OMIFL) (Calastone),Realm High Income Fund - Ordinary Class,OMF0001AU,,,,,,,,,,,,,,,,
SC,ATL,One Managed Investment Fund Ltd,Atlantic Pacific Australian Equity Fund,OMF0003AU,,,,,,,,,,,,,,,,
SC,OMI,Alexander Funds Mgt (EQT),Alexander Credit Opportunities Fund,OMF0005AU,,,,,,,,,,,,,,,,
SC,REA,Realm Investment Mgt P/L (OMIFL) (Calastone),Realm High Income Fund - Wholesale Class,OMF0009AU,,,,,,,,,,,,,,,,
SC,BSP,Blue Sky Private Equity Limited,Blue Sky Alliance Fund: Diversified Quant Units,OMF0010AU,,,,,,,,,,,,,,,,
SC,CIS,One Managed Investment Funds Ltd,Sanlam P2 Strategies Global Fund,OMF0012AU,,,,,,,,,,,,,,,,
SC,PCF,PE Capital Funds Mgt (OMIFL),PE Capital Y Fund - Wholesale Units,OMF0025AU,,,,,,,,,,,,,,,,
SC,OPH,Ophir Asset Management Pty Ltd,OPHIR Opportunities Fund,OPH0001AU,,,,,,,,,,,,,,,,
SC,OPH,Ophir Asset Management Pty Ltd,OPHIR High Conviction Fund - A,OPH0002AU,,,,,,,,,,,,,,,,
SC,OPI,Copia Investment Partners Ltd (Calastone),OC Dynamic Equity Fund,OPS0001AU,,,,,,,,,,,,,,,,
SC,OPI,Copia Investment Partners Ltd (Calastone),OC Premium Small Companies Fund,OPS0002AU,,,,,,,,,,,,,,,,
SC,OPI,Copia Investment Partners Ltd (Calastone),OC Concentrated Equity Fund,OPS0004AU,,,,,,,,,,,,,,,,
SC,OPI,Copia Investment Partners Ltd (Calastone),Odey International Fund,OPS0011AU,,,,,,,,,,,,,,,,
